"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","USE","Restrict_Description","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","GENBANK.","GENBANK1","GENBANK2","GENBANK3","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
635,,,"FB-0501",182101,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,10,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
636,,,"FB-0502",182102,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,9,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
637,,,"FB-0503",182103,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,10,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.466666,1,"Minute",-96.416666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
638,,,"FB-0504",182104,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,9,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
639,,,"FB-0505",182105,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,11,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28,1,"Minute",-95,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
640,,,"FB-0507",182106,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,11,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.4,1,"Minute",-96.466666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
641,,,"FB-0508",182107,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,10,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.466666,1,"Minute",-96.416666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
642,,,"FB-0509",182108,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,11,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.4,1,"Minute",-96.466666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
643,,,"FB-0510",182109,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,11,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
644,,,"FB-0511",182110,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,12,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
645,,,"FB-0512",182111,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,11,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
646,,,"FB-0513",182112,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,12,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
647,,,"FB-0514",182113,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,14,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
648,,,"FB-0515",182114,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,14,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
649,,,"FB-0516",182115,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,14,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28,1,"Minute",-95,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
650,,,"FB-0518",182116,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,15,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28,1,"Minute",-96,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
651,,,"FB-0519",182117,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,14,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
652,,,"FB-0520",182118,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,15,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
653,,,"FB-0521",182119,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,15,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
654,,,"FB-0522",182120,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,17,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.5,1,"Minute",-96.316666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
655,,,"FB-0523",182121,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,17,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.416666,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
656,,,"FB-0524",182122,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,17,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.5,1,"Minute",-96.316666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
657,,,"FB-0525",182123,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,17,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.566666,1,"Minute",-96.166666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
658,,,"FB-0526",182124,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,17,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.566666,1,"Minute",-96.166666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
659,,,"FB-0527",182125,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,17,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.566666,1,"Minute",-96.166666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
660,,,"FB-0528",182126,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,17,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.5,1,"Minute",-96.316666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
661,,,"FB-0529",182127,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,18,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.55,1,"Minute",-96.216666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
662,,,"FB-0530",182128,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,18,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.566666,1,"Minute",-96.166666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
663,,,"FB-0531",182129,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,18,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.55,1,"Minute",-96.216666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
664,,,"FB-0532",182130,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,18,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28,1,"Minute",-96,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
665,,,"FB-0534",182131,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,19,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.5,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:08,"dan.prosperi",6/23/2022 15:01:59
666,,,"FB-0536",182132,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,19,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.5,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:09,"dan.prosperi",6/23/2022 15:01:59
667,,,"FB-0538",182133,,,,,,,,"BIOPSY (PROJECTILE)",594,"LARRY HANSEN",276,"Southeast Fisheries Science Center, Charleston 2",,,,,"ARC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,19,"MATAGORDA BAY",,,,"TEXAS","UNITED STATES OF AMERICA",28.5,1,"Minute",-96.45,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,,5/31/2012 15:58:09,"dan.prosperi",6/23/2022 15:01:59
743,,,"JVK0053",182206,,,,,,,,"STRANDING",398,"STRANDING COORDINATOR ",1,"SWFSC",,,"NMFS, Southwest Fisheries Science Center",,"K_D","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,7,16,"SAN ONOFRE STATE BEACH",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",33.366666,1,"Minute",-117.566666,1,"Minute",1,"North Pacific","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",,,,,,"ASSIGNED COASTAL POP",5/31/2012 15:58:10,"dan.prosperi",2/6/2023 9:01:53
746,,"ETP TUNA","MOS0001",182209,,,,,,,,"BYCATCH",702,"SUSAN CHIVERS",458,"NMFS, SOUTHWEST REGION, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM",,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,6,26,"ETP",,,,,,10.9,1,"Minute",-117.166666,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",,,,,,,5/31/2012 15:58:10,"dan.prosperi",6/17/2022 15:21:20
747,,"ETP TUNA","MOS0002",182210,,,,,,,,"BYCATCH",702,"SUSAN CHIVERS",458,"NMFS, SOUTHWEST REGION, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM",,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,6,26,"ETP",,,,,,10.9,1,"Minute",-117.166666,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",,,,,,,5/31/2012 15:58:10,"dan.prosperi",6/17/2022 15:21:20
748,,"ETP TUNA","MOS0003",182211,,,,,,,,"BYCATCH",702,"SUSAN CHIVERS",458,"NMFS, SOUTHWEST REGION, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM",,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,6,26,"ETP",,,,,,10.9,1,"Minute",-117.166666,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",,,,,,,5/31/2012 15:58:10,"dan.prosperi",6/17/2022 15:21:20
749,,"ETP TUNA","MOS0004",182212,,,,,,,,"BYCATCH",702,"SUSAN CHIVERS",458,"NMFS, SOUTHWEST REGION, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM",,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,6,26,"ETP",,,,,,10.9,1,"Minute",-117.166666,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",,,,,,,5/31/2012 15:58:10,"dan.prosperi",6/17/2022 15:21:20
750,,"ETP TUNA","MOS0005",182213,,,,,,,,"BYCATCH",702,"SUSAN CHIVERS",458,"NMFS, SOUTHWEST REGION, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM",,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,1992,6,26,"ETP",,,,,,10.9,1,"Minute",-117.166666,1,"Minute",1,"North Pacific","F","Field determination: gonads were examined; carcass was examined and dissected.",,,,,,,5/31/2012 15:58:10,"dan.prosperi",6/17/2022 15:21:20
